Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	WT1	KO1	WT2	KO2	WT3	KO3	WT4	KO4	WT5	KO5	WT6	MT	MT	MT	MT	MT
908	a	sp|P98197|AT11A_MOUSE	P98197	AT11A_MOUSE	Atp11a	1187	11.80	Mus musculus (Mouse) OX=10090	Probable phospholipid-transporting ATPase IH 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	14	14	14	     0	     0	     0	10K(304.2072), 11K(304.2072), 15C(57.0215), 26K(304.2072), 3C(57.0215), 5K(304.2072), 6K(304.2072), 7C(57.0215), 7K(304.2072), 8K(304.2072)			215903.2933	115745.9232	316819.3099	206750.9767	155912.5150	78342.2313	210079.3351	157377.7626	209992.0216	86737.5372	163261.9691	1260.5102	1562.8301	0.0000	0.0000	0.0000
909	a	sp|P98203|ARVC_MOUSE	P98203	ARVC_MOUSE	Arvcf	962	20.60	Mus musculus (Mouse) OX=10090	Armadillo repeat protein deleted in velo-cardio-facial syndrome homolog 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	16	16	16	130804	130804	130804	10K(304.2072), 11K(304.2072), 12C(57.0215), 13K(304.2072), 14K(304.2072), 16K(304.2072), 29K(304.2072), 35K(304.2072), 3K(304.2072), 4K(304.2072), 5K(304.2072), 7K(304.2072), 8K(304.2072), N-term(304.2072)			106932.0378	78835.2739	125453.8155	114731.7703	94818.6155	71647.2683	98352.4691	85458.0160	97110.0526	62169.0573	85449.8393	1800.4422	551.7735	0.0000	0.0000	0.0000
910	a	sp|P99024|TBB5_MOUSE	P99024	TBB5_MOUSE	Tubb5	444	62.80	Mus musculus (Mouse) OX=10090	Tubulin beta-5 chain 	1:Experimental evidence at protein level	1.0000	0.9990	36	3	3	195	10	10	10751141	     0	     0	10C(57.0215), 12K(304.2072), 15K(304.2072), 17K(304.2072), 21C(57.0215), N-term(304.2072)			54396.6090	60936.4465	71510.7223	67377.3505	48734.4481	65887.3047	54898.1055	61997.8810	58201.5190	66239.7444	43901.1516	1306.3298	268.2373	0.0000	0.0000	0.0000
911	a	sp|P99025|GFRP_MOUSE	P99025	GFRP_MOUSE	Gchfr	84	65.50	Mus musculus (Mouse) OX=10090	GTP cyclohydrolase 1 feedback regulatory protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	5	5	5	     0	     0	     0	25K(304.2072), 5K(304.2072), 8C(57.0215), 9K(304.2072)			51610.3389	35596.1646	75175.8947	71571.9365	31270.6256	24471.0205	50429.7101	37278.7686	60620.6094	22487.5913	54402.9657	0.0000	0.0000	0.0000	0.0000	0.0000
912	a	sp|P99026|PSB4_MOUSE	P99026	PSB4_MOUSE	Psmb4	264	8.70	Mus musculus (Mouse) OX=10090	Proteasome subunit beta type-4 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	     0	     0	     0	5K(304.2072)			31811.0823	25899.6956	45530.4728	33621.0552	29309.6726	24368.4873	32953.4119	27449.8013	31879.1174	25276.5017	28684.5291	0.0000	0.0000	0.0000	0.0000	0.0000
913	a	sp|P99028|QCR6_MOUSE	P99028	QCR6_MOUSE	Uqcrh	89	77.50	Mus musculus (Mouse) OX=10090	Cytochrome b-c1 complex subunit 6, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	16	16	16	1532522	1532522	1532522	10K(304.2072), 11K(304.2072), 13K(304.2072), 1K(304.2072), 3C(57.0215), 4K(304.2072), 7C(57.0215), 7K(304.2072), 8K(304.2072), 9C(57.0215), N-term(304.2072)			437627.3042	176383.2261	529717.7612	302294.6167	320378.8286	109567.0048	391834.3574	223085.1511	427760.0391	114356.2587	298870.1099	555.2446	5841.2986	0.0000	0.0000	0.0000
914	a	sp|P99029|PRDX5_MOUSE	P99029	PRDX5_MOUSE	Prdx5	210	18.10	Mus musculus (Mouse) OX=10090	Peroxiredoxin-5, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	169	169	169	68070961	68070961	68070961	11K(304.2072), 12K(304.2072), 2K(304.2072), 7K(304.2072), N-term(304.2072), N-term(42.0106)			2009742.6310	937086.2150	2463051.4192	1499740.0352	1466605.8393	600474.2341	1738233.8005	1063430.6533	1864472.0411	618177.6500	1391719.6385	1110.9459	1085.4977	342.0749	0.0000	0.0000
915	a	sp|Q00519|XDH_MOUSE	Q00519	XDH_MOUSE	Xdh	1335	11.00	Mus musculus (Mouse) OX=10090	Xanthine dehydrogenase/oxidase 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	13	13	13	255708	255708	255708	19C(57.0215), 1K(304.2072), 22K(304.2072), 2C(57.0215), 2K(304.2072), 3K(304.2072), 6K(304.2072), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)			155004.2752	147270.9315	213303.4689	193551.5625	151368.2629	272733.6614	168839.1096	176769.7524	172839.3298	130473.7144	152359.3830	2319.6438	1598.2062	0.0000	0.0000	0.0000
916	a	sp|Q00558|HAP40_MOUSE	Q00558	HAP40_MOUSE	F8a1	380	11.60	Mus musculus (Mouse) OX=10090	40-kDa huntingtin-associated protein 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	331039	331039	331039				13999.3318	10899.6333	18325.0156	14398.0432	12785.3323	11656.3054	15013.9246	11609.9573	15505.3550	9310.4567	10341.1660	0.0000	0.0000	0.0000	0.0000	0.0000
917	a	sp|Q00623|APOA1_MOUSE	Q00623	APOA1_MOUSE	Apoa1	264	58.70	Mus musculus (Mouse) OX=10090	Apolipoprotein A-I 	1:Experimental evidence at protein level	1.0000	0.9990	16	16	16	69	69	69	2259421	2259421	2259421	11K(304.2072), 20K(304.2072), 22K(304.2072), 2K(304.2072), 5K(304.2072), 6K(304.2072), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)			918858.1256	662982.1709	1107174.4863	701841.0247	794181.7156	1071182.5524	893762.5022	952232.8846	1144521.6965	944844.3998	501417.1212	9589.6928	1050.0296	0.0000	0.0000	0.0000
918	a	sp|Q00724|RET4_MOUSE	Q00724	RET4_MOUSE	Rbp4	201	14.40	Mus musculus (Mouse) OX=10090	Retinol-binding protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	     0	     0	     0	8C(57.0215)			2413.3985	1942.2108	1736.6790	1220.0146	1062.3659	2044.2661	817.2595	1341.3366	1538.2123	1566.7635	1186.5966	0.0000	0.0000	0.0000	0.0000	0.0000
919	a	sp|Q00897|A1AT4_MOUSE	Q00897	A1AT4_MOUSE	Serpina1d	413	27.80	Mus musculus (Mouse) OX=10090	Alpha-1-antitrypsin 1-4 	1:Experimental evidence at protein level	1.0000	0.9990	12	8	8	49	29	29	941080	     0	     0	10K(304.2072), 11K(304.2072), 1K(304.2072), N-term(304.2072)			154039.5173	276164.7040	170835.9275	240545.0364	118104.1603	412515.8895	152265.4023	252695.5349	182131.1653	301001.8655	105267.6521	2271.9341	0.0000	0.0000	0.0000	0.0000
920	a	sp|Q00915|RET1_MOUSE	Q00915	RET1_MOUSE	Rbp1	135	39.30	Mus musculus (Mouse) OX=10090	Retinol-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	10	10	10	     0	     0	     0	10K(304.2072), 1K(304.2072), 7K(304.2072)			70711.5284	70108.1886	103509.3419	90248.9445	72311.3446	89544.5804	74833.2117	75857.0936	77473.1105	80902.4924	60803.6102	2940.9967	769.6955	0.0000	0.0000	0.0000
921	a	sp|Q00PI9|HNRL2_MOUSE	Q00PI9	HNRL2_MOUSE	Hnrnpul2	745	12.60	Mus musculus (Mouse) OX=10090	Heterogeneous nuclear ribonucleoprotein U-like protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	16	16	16	     0	     0	     0	10K(304.2072), 12K(304.2072), 13K(304.2072), 1K(304.2072), 2K(304.2072), 3K(304.2072), 7C(57.0215), 8K(304.2072)			454548.9888	403218.2485	613529.1396	463485.5302	422190.1487	483983.5774	472547.6844	412423.2637	446460.3893	359418.7424	381783.4051	1672.1053	920.9182	0.0000	0.0000	0.0000
922	a	sp|Q01149|CO1A2_MOUSE	Q01149	CO1A2_MOUSE	Col1a2	1372	3.90	Mus musculus (Mouse) OX=10090	Collagen alpha-2(I) chain 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	24	24	24	 94329	 94329	 94329	11K(304.2072), 7C(57.0215), 9K(304.2072), N-term(304.2072)			313352.2778	730600.0864	638613.1295	823003.5320	406573.7665	1217894.9294	689764.2726	307838.9857	1031710.6824	912994.9177	576223.1550	2969.5740	472.8853	0.0000	0.0000	0.0000
923	a	sp|Q01279|EGFR_MOUSE	Q01279	EGFR_MOUSE	Egfr	1210	11.20	Mus musculus (Mouse) OX=10090	Epidermal growth factor receptor 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	15	15	15	340605	340605	340605	10C(57.0215), 12C(57.0215), 14C(57.0215), 16C(57.0215), 1K(304.2072), 21C(57.0215), 2C(57.0215), 2K(304.2072), 3K(304.2072), 4C(57.0215), 4K(304.2072), 5C(57.0215), 5K(304.2072), 6C(57.0215), 6K(304.2072), 7C(57.0215), 7K(304.2072), 8C(57.0215), 9C(57.0215), N-term(304.2072)			68003.4888	83251.8408	81382.4819	87990.0216	61890.6496	112389.4886	69336.1658	92570.6438	72559.1922	120054.1677	52665.2030	3284.3825	0.0000	0.0000	0.0000	0.0000
924	a	sp|Q01339|APOH_MOUSE	Q01339	APOH_MOUSE	Apoh	345	25.50	Mus musculus (Mouse) OX=10090	Beta-2-glycoprotein 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	     0	     0	     0	16C(57.0215), 17K(304.2072), 2C(57.0215), 2K(304.2072), 30C(57.0215), 31K(304.2072), 3C(57.0215), 4K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)			58796.5850	59825.5142	77840.5049	61865.1865	55594.2676	102651.9307	62348.2725	68897.6436	68057.9541	77718.0947	53140.8682	1837.8510	1547.4036	0.0000	0.0000	0.0000
925	a	sp|Q01341|ADCY6_MOUSE	Q01341	ADCY6_MOUSE	Adcy6	1165	3.60	Mus musculus (Mouse) OX=10090	Adenylate cyclase type 6 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	     0	     0	     0	1K(304.2072), 4K(304.2072), 9K(304.2072)			46891.3411	31501.1193	56238.4558	39480.5028	40314.0070	32401.0823	42208.9739	31464.8777	50383.9722	27102.6937	32820.9819	0.0000	0.0000	0.0000	0.0000	0.0000
926	a	sp|Q01405|SC23A_MOUSE	Q01405	SC23A_MOUSE	Sec23a	765	30.80	Mus musculus (Mouse) OX=10090	Protein transport protein Sec23A 	1:Experimental evidence at protein level	1.0000	0.9990	16	14	16	24	21	24	3341028	528500	3341028	13K(304.2072), 18K(304.2072), 1K(304.2072), 22K(304.2072), 28C(57.0215), 2K(304.2072), 3K(304.2072), 6C(57.0215), 7K(304.2072), 8K(304.2072), 9C(57.0215), 9K(304.2072), N-term(42.0106)			225227.0685	175329.9919	300876.5328	233218.7113	199221.9330	196021.0633	225709.0139	180436.2543	227658.0504	152710.9111	183457.7327	2349.1285	1446.4029	0.0000	0.0000	0.0000
927	a	sp|Q01730|RSU1_MOUSE	Q01730	RSU1_MOUSE	Rsu1	277	37.50	Mus musculus (Mouse) OX=10090	Ras suppressor protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	13	13	13	     0	     0	     0	10K(304.2072), 11K(304.2072), 15K(304.2072), 17K(304.2072), 18K(304.2072), 1K(304.2072), 2K(304.2072), 5K(304.2072), 6K(304.2072), 8K(304.2072), 9K(304.2072), N-term(42.0106)			163570.4050	128346.3970	222618.5117	159995.9229	151801.5410	155029.4526	160482.8779	127957.2576	184573.4482	117842.1024	134957.8560	3020.0932	977.7437	363.4747	0.0000	0.0000
928	a	sp|Q01853|TERA_MOUSE	Q01853	TERA_MOUSE	Vcp	806	53.70	Mus musculus (Mouse) OX=10090	Transitional endoplasmic reticulum ATPase 	1:Experimental evidence at protein level	1.0000	0.9990	32	32	32	95	95	95	1785072	1785072	1785072	10C(57.0215), 10K(304.2072), 12C(57.0215), 12K(304.2072), 13K(304.2072), 14K(304.2072), 15K(304.2072), 16K(304.2072), 17K(304.2072), 19K(304.2072), 1K(304.2072), 21K(304.2072), 23K(304.2072), 25K(304.2072), 29C(57.0215), 2C(57.0215), 2K(304.2072), 3K(304.2072), 4C(57.0215), 5C(57.0215), 5K(304.2072), 6K(304.2072), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072), N-term(42.0106)			1363225.1738	937365.1269	1802861.0773	1283322.3144	1215975.9784	894835.3873	1330322.5063	1066518.6935	1415100.3708	803702.6654	1069262.7667	15546.6214	10046.8420	0.0000	0.0000	0.0000
929	a	sp|Q02013|AQP1_MOUSE	Q02013	AQP1_MOUSE	Aqp1	269	23.80	Mus musculus (Mouse) OX=10090	Aquaporin-1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	30	30	30	1737477	1737477	1737477	2K(304.2072), 9C(57.0215), N-term(304.2072)			250993.4593	187687.7746	320913.4566	241730.6873	153332.6523	132051.4004	211620.3931	151840.6263	306166.5508	110952.0791	185411.8556	1537.6281	1434.0318	0.0000	0.0000	0.0000
930	a	sp|Q02248|CTNB1_MOUSE	Q02248	CTNB1_MOUSE	Ctnnb1	781	22.00	Mus musculus (Mouse) OX=10090	Catenin beta-1 	1:Experimental evidence at protein level	1.0000	0.9990	11	8	11	20	15	20	     0	     0	     0	13K(304.2072), 1C(57.0215), 5C(57.0215), 6K(304.2072), 7C(57.0215), 8C(57.0215), 9K(304.2072), N-term(304.2072)			84514.5298	56005.5467	134530.6611	82962.1049	77558.5835	66378.4370	84790.5163	66819.5399	86460.2177	57599.8659	84628.4451	856.6660	251.0738	0.0000	0.0000	0.0000
931	a	sp|Q02257|PLAK_MOUSE	Q02257	PLAK_MOUSE	Jup	745	25.00	Mus musculus (Mouse) OX=10090	Junction plakoglobin 	1:Experimental evidence at protein level	1.0000	0.9990	11	8	8	17	12	12	     0	     0	     0	13C(57.0215), 13K(304.2072), 4K(304.2072), 5C(57.0215), 5K(304.2072), 6K(304.2072), 7C(57.0215), 7K(304.2072), 8K(304.2072), 9K(304.2072)			82765.5805	64608.1924	108996.2841	79664.1434	77217.4438	79070.5090	83601.9307	63448.9092	89121.1399	63303.1658	67747.4359	0.0000	557.3204	0.0000	0.0000	0.0000
932	a	sp|Q02357|ANK1_MOUSE	Q02357	ANK1_MOUSE	Ank1	1862	9.20	Mus musculus (Mouse) OX=10090	Ankyrin-1 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	13	13	13	1289052	1289052	1289052	1K(304.2072), 22K(304.2072), 23K(304.2072), 3C(57.0215), 3K(304.2072), 6K(304.2072), 8K(304.2072), N-term(304.2072)			72838.7169	35775.4160	83537.7825	46236.7297	63429.4088	48063.1947	71853.6458	37243.9378	93306.0283	32212.1333	55814.0664	1281.4182	0.0000	0.0000	0.0000	0.0000
933	a	sp|Q02780|NFIA_MOUSE	Q02780	NFIA_MOUSE	Nfia	532	10.70	Mus musculus (Mouse) OX=10090	Nuclear factor 1 A-type 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	323393	323393	323393	10K(304.2072), 14K(304.2072), 16K(304.2072), 1K(304.2072), 2K(304.2072), 3K(304.2072)			42431.0519	30776.4762	58291.0837	45657.2209	34894.7515	30943.3629	43799.5421	34894.9924	42610.1807	26588.6145	36942.7363	519.5745	993.0480	0.0000	0.0000	0.0000
934	a	sp|Q02788|CO6A2_MOUSE	Q02788	CO6A2_MOUSE	Col6a2	1034	13.40	Mus musculus (Mouse) OX=10090	Collagen alpha-2(VI) chain 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	43	43	43	2264059	2264059	2264059	2K(304.2072), 5K(304.2072), 6K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072)			328067.5606	407822.2196	496043.6587	479514.4866	405360.9307	492014.7633	469935.4594	307241.1408	483845.4890	396026.2292	386104.0220	2358.4935	432.0266	0.0000	0.0000	0.0000
935	a	sp|Q02819|NUCB1_MOUSE	Q02819	NUCB1_MOUSE	Nucb1	459	45.80	Mus musculus (Mouse) OX=10090	Nucleobindin-1 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	26	26	26	1024192	1024192	1024192	11K(304.2072), 13K(304.2072), 14K(304.2072), 16K(304.2072), 17K(304.2072), 1K(304.2072), 23K(304.2072), 24K(304.2072), 25K(304.2072), 5K(304.2072), 6K(304.2072), 7K(304.2072), 9K(304.2072)			189962.5883	132785.4186	260732.6708	163260.4077	172803.8778	127606.4580	178630.8645	156543.6965	187103.3203	117273.4253	169821.5157	0.0000	351.8914	0.0000	0.0000	0.0000
936	a	sp|Q03141|MARK3_MOUSE	Q03141	MARK3_MOUSE	Mark3	753	6.20	Mus musculus (Mouse) OX=10090	MAP/microtubule affinity-regulating kinase 3 	1:Experimental evidence at protein level	1.0000	0.9988	5	3	3	7	4	4	     0	     0	     0	1K(304.2072), 8C(57.0215), 8K(304.2072), N-term(304.2072)			8580.9703	6522.9471	11818.9896	10445.4874	7062.7513	6856.8417	8632.5633	7642.3890	8917.7541	6117.2097	7735.8976	0.0000	0.0000	0.0000	0.0000	0.0000
937	a	sp|Q03160|GRB7_MOUSE	Q03160	GRB7_MOUSE	Grb7	535	7.90	Mus musculus (Mouse) OX=10090	Growth factor receptor-bound protein 7 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	3C(57.0215)			5778.7885	3636.0607	7714.8167	6228.0758	5381.3854	4692.7233	5249.5342	3315.4087	6869.9636	3869.6019	3808.4970	0.0000	0.0000	0.0000	0.0000	0.0000
938	a	sp|Q03173|ENAH_MOUSE	Q03173	ENAH_MOUSE	Enah	802	6.40	Mus musculus (Mouse) OX=10090	Protein enabled homolog 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	6	6	6	     0	     0	     0	1K(304.2072), 21K(304.2072), 2K(304.2072), 5K(304.2072), 7K(304.2072)			79435.1941	59249.4561	110794.9238	70443.8362	60482.8140	41026.4354	68302.2891	50831.8311	87862.8982	46614.1531	60556.8512	1277.7952	1121.2570	0.0000	0.0000	0.0000
939	a	sp|Q03249|GALT_MOUSE	Q03249	GALT_MOUSE	Galt	379	11.10	Mus musculus (Mouse) OX=10090	Galactose-1-phosphate uridylyltransferase 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	375169	375169	375169	15K(304.2072), 2K(304.2072), N-term(304.2072)			43411.3789	28607.1025	51608.5137	40992.7949	40710.5210	23601.7312	39984.9976	27435.1184	44866.5352	22441.1196	30434.2134	0.0000	0.0000	0.0000	0.0000	0.0000
940	a	sp|Q03265|ATPA_MOUSE	Q03265	ATPA_MOUSE	Atp5f1a	553	76.10	Mus musculus (Mouse) OX=10090	ATP synthase subunit alpha, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	98	98	98	603	603	603	196197985	196197985	196197985	10K(304.2072), 11K(304.2072), 12K(304.2072), 13C(57.0215), 13K(304.2072), 14K(304.2072), 15K(304.2072), 16K(304.2072), 17K(304.2072), 18K(304.2072), 19K(304.2072), 1K(304.2072), 21K(304.2072), 22K(304.2072), 25K(304.2072), 27K(304.2072), 28K(304.2072), 2K(304.2072), 34K(304.2072), 3C(57.0215), 3K(304.2072), 4K(304.2072), 5K(304.2072), 6K(304.2072), 7C(57.0215), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072), N-term(42.0106)			13286975.3095	6266251.9578	16429219.2618	10140350.6775	11093166.7224	4371491.3767	12386517.8304	6745501.4736	12662978.1636	3811399.3857	10063500.5437	38198.1422	66190.0591	835.1245	0.0000	0.0000
941	a	sp|Q04207|TF65_MOUSE	Q04207	TF65_MOUSE	Rela	549	6.70	Mus musculus (Mouse) OX=10090	Transcription factor p65 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0				21745.0225	19181.6453	20247.2319	23071.5566	16389.4143	37754.3811	16519.5464	20598.2854	20220.7146	19649.4855	15628.2388	1012.2411	0.0000	0.0000	0.0000	0.0000
942	a	sp|Q04646|ATNG_MOUSE	Q04646	ATNG_MOUSE	Fxyd2	70	42.90	Mus musculus (Mouse) OX=10090	Sodium/potassium-transporting ATPase subunit gamma 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	5	5	5	1537699	1537699	1537699	16K(304.2072), 4K(304.2072), 6K(304.2072), N-term(304.2072)			28334.2344	13750.2292	46780.8633	33066.8926	36014.8259	7347.8755	40996.4419	19445.4973	36491.0679	10097.7050	33454.3989	0.0000	0.0000	0.0000	0.0000	0.0000
943	a	sp|Q04750|TOP1_MOUSE	Q04750	TOP1_MOUSE	Top1	767	20.60	Mus musculus (Mouse) OX=10090	DNA topoisomerase 1 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	14	14	14	     0	     0	     0	10K(304.2072), 11K(304.2072), 12K(304.2072), 15K(304.2072), 19K(304.2072), 1K(304.2072), 22K(304.2072), 24K(304.2072), 2K(304.2072), 3K(304.2072), 4K(304.2072), 5K(304.2072), 6C(57.0215), 6K(304.2072), 8K(304.2072), 9K(304.2072)			212900.6555	167661.0029	288761.0852	216377.4951	200220.2100	152025.8378	219325.3997	163963.4819	233945.0771	144587.5210	179545.2507	2019.7476	2490.0782	0.0000	0.0000	0.0000
944	a	sp|Q04857|CO6A1_MOUSE	Q04857	CO6A1_MOUSE	Col6a1	1025	19.30	Mus musculus (Mouse) OX=10090	Collagen alpha-1(VI) chain 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	45	45	45	2384952	2384952	2384952	10K(304.2072), 11K(304.2072), 16K(304.2072), 19K(304.2072), 3K(304.2072), 6K(304.2072), 8K(304.2072), N-term(304.2072)			158603.6492	144823.8411	219971.0078	183594.6768	164343.0608	188728.3436	195323.8156	123891.1068	204154.7432	132431.3093	161189.0533	1039.1018	262.5104	0.0000	0.0000	0.0000
945	a	sp|Q05186|RCN1_MOUSE	Q05186	RCN1_MOUSE	Rcn1	325	13.50	Mus musculus (Mouse) OX=10090	Reticulocalbin-1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	10K(304.2072), 2K(304.2072), 4K(304.2072), 7K(304.2072)			27444.8892	32838.4868	33904.5732	31521.0547	21991.0664	37753.1094	24567.3022	32794.3516	26664.9521	42077.0837	17659.2209	573.0373	0.0000	0.0000	0.0000	0.0000
946	a	sp|Q05421|CP2E1_MOUSE	Q05421	CP2E1_MOUSE	Cyp2e1	493	30.40	Mus musculus (Mouse) OX=10090	Cytochrome P450 2E1 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	36	36	36	10052548	10052548	10052548	10K(304.2072), 12K(304.2072), 15K(304.2072), 18C(57.0215), 1K(304.2072), 23K(304.2072), 3K(304.2072), 4K(304.2072), 5C(57.0215), 6K(304.2072), 8K(304.2072), N-term(304.2072)			365473.7563	265824.1712	465466.9943	452367.3076	443083.4385	172550.7910	422604.3550	328305.6026	328667.6693	155941.7770	342834.7762	2730.1522	5791.0576	0.0000	0.0000	0.0000
947	a	sp|Q05512|MARK2_MOUSE	Q05512	MARK2_MOUSE	Mark2	776	19.60	Mus musculus (Mouse) OX=10090	Serine/threonine-protein kinase MARK2 	1:Experimental evidence at protein level	1.0000	0.9990	9	7	9	11	8	11	     0	     0	     0	12K(304.2072), 16K(304.2072), 18K(304.2072), 1K(304.2072), 2K(304.2072), 7K(304.2072), 8C(57.0215), 8K(304.2072), N-term(304.2072)			106197.0831	81165.5652	138978.8430	101435.2556	92507.4769	80603.2866	100196.4050	87263.8092	107342.8195	66002.2565	85478.4309	430.6129	606.1133	0.0000	0.0000	0.0000
948	a	sp|Q05793|PGBM_MOUSE	Q05793	PGBM_MOUSE	Hspg2	3707	23.30	Mus musculus (Mouse) OX=10090	Basement membrane-specific heparan sulfate proteoglycan core protein 	1:Experimental evidence at protein level	1.0000	0.9990	67	67	67	158	158	158	4605519	4605519	4605519	10C(57.0215), 11C(57.0215), 12C(57.0215), 13C(57.0215), 14C(57.0215), 14K(304.2072), 15C(57.0215), 17K(304.2072), 18K(304.2072), 19C(57.0215), 19K(304.2072), 1C(57.0215), 1C(57.0215), 20C(57.0215), 21C(57.0215), 23C(57.0215), 24K(304.2072), 2C(57.0215), 2K(304.2072), 3K(304.2072), 4C(57.0215), 4K(304.2072), 5C(57.0215), 5K(304.2072), 6K(304.2072), 8C(57.0215), 9K(304.2072), N-term(304.2072)			731656.0141	947449.4492	911418.3245	1072325.8895	781876.6679	937715.5325	926187.8224	693019.0789	978475.6230	785822.5500	744464.4930	7629.9564	1467.0641	400.4974	0.0000	232.6898
949	a	sp|Q05816|FABP5_MOUSE	Q05816	FABP5_MOUSE	Fabp5	135	55.60	Mus musculus (Mouse) OX=10090	Fatty acid-binding protein 5 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	10	10	10	     0	     0	     0	11C(57.0215), 18C(57.0215), 1K(304.2072), 22K(304.2072), 2C(57.0215), 3K(304.2072), 4K(304.2072), 6C(57.0215), 6K(304.2072), 7K(304.2072), 9K(304.2072), N-term(42.0106)			75657.7988	88740.3729	99294.6764	106291.5161	63711.3890	76326.4938	69307.2811	78626.8351	89587.7186	72258.6379	61066.2788	273.7742	815.0534	0.0000	0.0000	0.0000
950	a	sp|Q05920|PYC_MOUSE	Q05920	PYC_MOUSE	Pc	1178	56.00	Mus musculus (Mouse) OX=10090	Pyruvate carboxylase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	70	70	70	337	337	337	14839837	14839837	14839837	11K(304.2072), 15K(304.2072), 16K(304.2072), 18K(304.2072), 19K(304.2072), 1K(304.2072), 20C(57.0215), 22K(304.2072), 2K(304.2072), 3C(57.0215), 3K(304.2072), 4K(304.2072), 5C(57.0215), 5K(304.2072), 6K(304.2072), 7C(57.0215), 7K(304.2072), 8K(304.2072), 9K(304.2072), N-term(304.2072), N-term(42.0106)			3703294.9349	1877014.3477	4798158.9306	3048094.8906	4194485.0455	1444830.1291	3991257.4346	2422199.3699	3716652.7100	1343494.0641	3528801.7194	18402.5763	30448.5166	0.0000	0.0000	0.0000
